date,season,team,opp,event,crown_holder,crown_team,prev_holder,prev_team,gmsc,streak,total_games
1967-03-21,1967,BOS,NYK,transfer_teammate,Sam Jones,BOS,Bill Russell,BOS,35.00,1,1
1967-03-25,1967,BOS,NYK,transfer_teammate,Bill Russell,BOS,Sam Jones,BOS,21.10,1,1
1967-03-26,1967,NYK,BOS,transfer_loss,Willis Reed,NYK,Bill Russell,BOS,34.90,1,1
1967-03-28,1967,BOS,NYK,transfer_loss,Sam Jones,BOS,Willis Reed,NYK,37.50,1,1
1967-03-31,1967,PHI,BOS,transfer_loss,Wilt Chamberlain,PHI,Sam Jones,BOS,40.80,1,1
1967-04-02,1967,PHI,BOS,defend,Wilt Chamberlain,PHI,Wilt Chamberlain,PHI,24.10,2,2
1967-04-05,1967,PHI,BOS,defend,Wilt Chamberlain,PHI,Wilt Chamberlain,PHI,37.40,3,3
1967-04-09,1967,BOS,PHI,transfer_loss,John Havlicek,BOS,Wilt Chamberlain,PHI,22.90,1,1
1967-04-11,1967,PHI,BOS,transfer_loss,Wilt Chamberlain,PHI,John Havlicek,BOS,44.90,1,1
1967-04-14,1967,PHI,SFW,defend,Wilt Chamberlain,PHI,Wilt Chamberlain,PHI,33.50,2,2
1967-04-16,1967,PHI,SFW,transfer_teammate,Hal Greer,PHI,Wilt Chamberlain,PHI,24.90,1,1
1967-04-18,1967,SFW,PHI,transfer_loss,Rick Barry,SFW,Hal Greer,PHI,34.90,1,1
1967-04-20,1967,PHI,SFW,transfer_loss,Chet Walker,PHI,Rick Barry,SFW,28.90,1,1
1967-04-23,1967,SFW,PHI,transfer_loss,Rick Barry,SFW,Chet Walker,PHI,20.50,1,1
1967-04-24,1967,PHI,SFW,transfer_loss,Wilt Chamberlain,PHI,Rick Barry,SFW,28.00,1,1
1968-03-22,1968,PHI,NYK,defend,Wilt Chamberlain,PHI,Wilt Chamberlain,PHI,41.30,2,2
1968-03-23,1968,NYK,PHI,transfer_loss,Walt Bellamy,NYK,Wilt Chamberlain,PHI,26.00,1,1
1968-03-27,1968,PHI,NYK,transfer_loss,Wilt Chamberlain,PHI,Walt Bellamy,NYK,26.20,1,1
1968-03-30,1968,NYK,PHI,transfer_loss,Walt Bellamy,NYK,Wilt Chamberlain,PHI,23.80,1,1
1968-03-31,1968,PHI,NYK,transfer_loss,Hal Greer,PHI,Walt Bellamy,NYK,32.30,1,1
1968-04-01,1968,PHI,NYK,transfer_teammate,Wilt Chamberlain,PHI,Hal Greer,PHI,25.30,1,1
1968-04-05,1968,BOS,PHI,transfer_loss,John Havlicek,BOS,Wilt Chamberlain,PHI,34.70,1,1
1968-04-10,1968,PHI,BOS,transfer_loss,Wilt Chamberlain,PHI,John Havlicek,BOS,20.70,1,1
1968-04-11,1968,PHI,BOS,defend,Wilt Chamberlain,PHI,Wilt Chamberlain,PHI,25.60,2,2
1968-04-14,1968,PHI,BOS,defend,Wilt Chamberlain,PHI,Wilt Chamberlain,PHI,25.90,3,3
1968-04-15,1968,BOS,PHI,transfer_loss,John Havlicek,BOS,Wilt Chamberlain,PHI,24.60,1,1
1968-04-17,1968,BOS,PHI,transfer_teammate,Bill Russell,BOS,John Havlicek,BOS,26.50,1,1
1968-04-19,1968,BOS,PHI,defend,Bill Russell,BOS,Bill Russell,BOS,21.50,2,2
1968-04-21,1968,BOS,LAL,defend,Bill Russell,BOS,Bill Russell,BOS,20.80,3,3
1968-04-24,1968,LAL,BOS,transfer_loss,Jerry West,LAL,Bill Russell,BOS,26.60,1,1
1968-04-26,1968,BOS,LAL,transfer_loss,Bill Russell,BOS,Jerry West,LAL,29.30,1,1
1968-04-28,1968,LAL,BOS,transfer_loss,Jerry West,LAL,Bill Russell,BOS,34.60,1,1
1968-04-30,1968,BOS,LAL,transfer_loss,Bill Russell,BOS,Jerry West,LAL,24.80,1,1
1968-05-02,1968,BOS,LAL,transfer_teammate,John Havlicek,BOS,Bill Russell,BOS,34.30,1,1
1969-03-26,1969,BOS,PHI,defend,John Havlicek,BOS,John Havlicek,BOS,28.90,2,2
1969-03-28,1969,BOS,PHI,transfer_teammate,Bailey Howell,BOS,John Havlicek,BOS,23.20,1,1
1969-03-30,1969,BOS,PHI,transfer_teammate,John Havlicek,BOS,Bailey Howell,BOS,27.50,1,1
1969-04-01,1969,PHI,BOS,transfer_loss,Archie Clark,PHI,John Havlicek,BOS,25.30,1,1
1969-04-04,1969,BOS,PHI,transfer_loss,John Havlicek,BOS,Archie Clark,PHI,15.60,1,1
1969-04-06,1969,BOS,NYK,transfer_teammate,Bailey Howell,BOS,John Havlicek,BOS,17.70,1,1
1969-04-09,1969,BOS,NYK,transfer_teammate,Bill Russell,BOS,Bailey Howell,BOS,25.90,1,1
1969-04-10,1969,NYK,BOS,transfer_loss,Walt Frazier,NYK,Bill Russell,BOS,28.40,1,1
1969-04-13,1969,BOS,NYK,transfer_loss,Bill Russell,BOS,Walt Frazier,NYK,22.90,1,1
1969-04-14,1969,NYK,BOS,transfer_loss,Willis Reed,NYK,Bill Russell,BOS,24.00,1,1
1969-04-18,1969,BOS,NYK,transfer_loss,John Havlicek,BOS,Willis Reed,NYK,23.70,1,1
1969-04-23,1969,LAL,BOS,transfer_loss,Jerry West,LAL,John Havlicek,BOS,39.20,1,1
1969-04-25,1969,LAL,BOS,defend,Jerry West,LAL,Jerry West,LAL,35.10,2,2
1969-04-27,1969,BOS,LAL,transfer_loss,John Havlicek,BOS,Jerry West,LAL,31.90,1,1
1969-04-29,1969,BOS,LAL,defend,John Havlicek,BOS,John Havlicek,BOS,15.40,2,2
1969-05-01,1969,LAL,BOS,transfer_loss,Jerry West,LAL,John Havlicek,BOS,29.90,1,1
1969-05-03,1969,BOS,LAL,transfer_loss,Don Nelson,BOS,Jerry West,LAL,19.30,1,1
1969-05-05,1969,BOS,LAL,transfer_teammate,John Havlicek,BOS,Don Nelson,BOS,21.90,1,1
1970-03-25,1970,ATL,CHI,new_season,Joe Caldwell,ATL,John Havlicek,BOS,33.30,1,1
1970-03-28,1970,ATL,CHI,transfer_teammate,Walt Bellamy,ATL,Joe Caldwell,ATL,22.20,1,1
1970-03-31,1970,ATL,CHI,transfer_teammate,Walt Hazzard,ATL,Walt Bellamy,ATL,29.30,1,1
1970-04-03,1970,CHI,ATL,transfer_loss,Chet Walker,CHI,Walt Hazzard,ATL,30.40,1,1
1970-04-05,1970,ATL,CHI,transfer_loss,Walt Bellamy,ATL,Chet Walker,CHI,20.10,1,1
1970-04-12,1970,LAL,ATL,transfer_loss,Jerry West,LAL,Walt Bellamy,ATL,32.30,1,1
1970-04-14,1970,LAL,ATL,transfer_teammate,Wilt Chamberlain,LAL,Jerry West,LAL,23.90,1,1
1970-04-17,1970,LAL,ATL,transfer_teammate,Jerry West,LAL,Wilt Chamberlain,LAL,34.30,1,1
1970-04-19,1970,LAL,ATL,defend,Jerry West,LAL,Jerry West,LAL,37.80,2,2
1970-04-24,1970,NYK,LAL,transfer_loss,Willis Reed,NYK,Jerry West,LAL,32.30,1,1
1970-04-27,1970,LAL,NYK,transfer_loss,Wilt Chamberlain,LAL,Willis Reed,NYK,20.00,1,1
1970-04-29,1970,NYK,LAL,transfer_loss,Willis Reed,NYK,Wilt Chamberlain,LAL,32.00,1,1
1970-05-01,1970,LAL,NYK,transfer_loss,Jerry West,LAL,Willis Reed,NYK,37.10,1,1
1970-05-04,1970,NYK,LAL,transfer_loss,Walt Frazier,NYK,Jerry West,LAL,25.50,1,1
1970-05-06,1970,LAL,NYK,transfer_loss,Wilt Chamberlain,LAL,Walt Frazier,NYK,44.90,1,1
1970-05-08,1970,NYK,LAL,transfer_loss,Walt Frazier,NYK,Wilt Chamberlain,LAL,44.50,1,1
1971-03-25,1971,NYK,ATL,transfer_teammate,Bill Bradley,NYK,Walt Frazier,NYK,21.70,1,1
1971-03-27,1971,ATL,NYK,transfer_loss,Lou Hudson,ATL,Bill Bradley,NYK,26.80,1,1
1971-03-28,1971,NYK,ATL,transfer_loss,Walt Frazier,NYK,Lou Hudson,ATL,27.10,1,1
1971-03-30,1971,NYK,ATL,defend,Walt Frazier,NYK,Walt Frazier,NYK,24.60,2,2
1971-04-01,1971,NYK,ATL,transfer_teammate,Dave DeBusschere,NYK,Walt Frazier,NYK,25.30,1,1
1971-04-06,1971,NYK,BAL,defend,Dave DeBusschere,NYK,Dave DeBusschere,NYK,24.10,2,2
1971-04-09,1971,NYK,BAL,transfer_teammate,Dick Barnett,NYK,Dave DeBusschere,NYK,21.30,1,1
1971-04-11,1971,BAL,NYK,transfer_loss,Wes Unseld,BAL,Dick Barnett,NYK,33.40,1,1
1971-04-14,1971,BAL,NYK,transfer_teammate,Jack Marin,BAL,Wes Unseld,BAL,26.20,1,1
1971-04-16,1971,NYK,BAL,transfer_loss,Walt Frazier,NYK,Jack Marin,BAL,23.10,1,1
1971-04-18,1971,BAL,NYK,transfer_loss,Jack Marin,BAL,Walt Frazier,NYK,23.20,1,1
1971-04-19,1971,BAL,NYK,transfer_teammate,Wes Unseld,BAL,Jack Marin,BAL,19.50,1,1
1971-04-21,1971,MIL,BAL,transfer_loss,Kareem Abdul-Jabbar,MIL,Wes Unseld,BAL,31.50,1,1
1971-04-25,1971,MIL,BAL,defend,Kareem Abdul-Jabbar,MIL,Kareem Abdul-Jabbar,MIL,29.40,2,2
1971-04-28,1971,MIL,BAL,transfer_teammate,Bob Dandridge,MIL,Kareem Abdul-Jabbar,MIL,24.60,1,1
1971-04-30,1971,MIL,BAL,transfer_teammate,Oscar Robertson,MIL,Bob Dandridge,MIL,30.50,1,1
1972-03-28,1972,GSW,MIL,transfer_loss,Jeff Mullins,GSW,Oscar Robertson,MIL,28.00,1,1
1972-03-30,1972,MIL,GSW,transfer_loss,Kareem Abdul-Jabbar,MIL,Jeff Mullins,GSW,27.10,1,1
1972-04-01,1972,MIL,GSW,transfer_teammate,Oscar Robertson,MIL,Kareem Abdul-Jabbar,MIL,23.80,1,1
1972-04-04,1972,MIL,GSW,transfer_teammate,Bob Dandridge,MIL,Oscar Robertson,MIL,25.40,1,1
1972-04-06,1972,MIL,GSW,transfer_teammate,Kareem Abdul-Jabbar,MIL,Bob Dandridge,MIL,21.50,1,1
1972-04-09,1972,MIL,LAL,defend,Kareem Abdul-Jabbar,MIL,Kareem Abdul-Jabbar,MIL,28.00,2,2
1972-04-12,1972,LAL,MIL,transfer_loss,Jim McMillian,LAL,Kareem Abdul-Jabbar,MIL,33.40,1,1
1972-04-14,1972,LAL,MIL,transfer_teammate,Gail Goodrich,LAL,Jim McMillian,LAL,22.60,1,1
1972-04-16,1972,MIL,LAL,transfer_loss,Kareem Abdul-Jabbar,MIL,Gail Goodrich,LAL,21.80,1,1
1972-04-18,1972,LAL,MIL,transfer_loss,Wilt Chamberlain,LAL,Kareem Abdul-Jabbar,MIL,27.10,1,1
1972-04-22,1972,LAL,MIL,defend,Wilt Chamberlain,LAL,Wilt Chamberlain,LAL,25.80,2,2
1972-04-26,1972,NYK,LAL,transfer_loss,Bill Bradley,NYK,Wilt Chamberlain,LAL,26.90,1,1
1972-04-30,1972,LAL,NYK,transfer_loss,Gail Goodrich,LAL,Bill Bradley,NYK,26.00,1,1
1972-05-03,1972,LAL,NYK,transfer_teammate,Wilt Chamberlain,LAL,Gail Goodrich,LAL,30.50,1,1
1972-05-05,1972,LAL,NYK,transfer_teammate,Happy Hairston,LAL,Wilt Chamberlain,LAL,22.00,1,1
1972-05-07,1972,LAL,NYK,transfer_teammate,Wilt Chamberlain,LAL,Happy Hairston,LAL,32.70,1,1
1973-03-30,1973,LAL,CHI,transfer_teammate,Bill Bridges,LAL,Wilt Chamberlain,LAL,19.60,1,1
1973-04-01,1973,LAL,CHI,transfer_teammate,Jerry West,LAL,Bill Bridges,LAL,32.70,1,1
1973-04-06,1973,CHI,LAL,transfer_loss,Chet Walker,CHI,Jerry West,LAL,23.90,1,1
1973-04-08,1973,CHI,LAL,transfer_teammate,Bob Love,CHI,Chet Walker,CHI,35.20,1,1
1973-04-10,1973,LAL,CHI,transfer_loss,Jerry West,LAL,Bob Love,CHI,32.80,1,1
1973-04-13,1973,CHI,LAL,transfer_loss,Jerry Sloan,CHI,Jerry West,LAL,22.90,1,1
1973-04-15,1973,LAL,CHI,transfer_loss,Wilt Chamberlain,LAL,Jerry Sloan,CHI,29.10,1,1
1973-04-17,1973,LAL,GSW,transfer_teammate,Jim McMillian,LAL,Wilt Chamberlain,LAL,24.00,1,1
1973-04-19,1973,LAL,GSW,transfer_teammate,Jerry West,LAL,Jim McMillian,LAL,27.60,1,1
1973-04-21,1973,LAL,GSW,transfer_teammate,Wilt Chamberlain,LAL,Jerry West,LAL,24.40,1,1
1973-04-23,1973,GSW,LAL,transfer_loss,Cazzie Russell,GSW,Wilt Chamberlain,LAL,24.00,1,1
1973-04-25,1973,LAL,GSW,transfer_loss,Gail Goodrich,LAL,Cazzie Russell,GSW,38.90,1,1
1973-05-01,1973,LAL,NYK,defend,Gail Goodrich,LAL,Gail Goodrich,LAL,22.70,2,2
1973-05-03,1973,NYK,LAL,transfer_loss,Bill Bradley,NYK,Gail Goodrich,LAL,18.10,1,1
1973-05-06,1973,NYK,LAL,transfer_teammate,Earl Monroe,NYK,Bill Bradley,NYK,18.70,1,1
1973-05-08,1973,NYK,LAL,transfer_teammate,Dave DeBusschere,NYK,Earl Monroe,NYK,29.90,1,1
1973-05-10,1973,NYK,LAL,transfer_teammate,Willis Reed,NYK,Dave DeBusschere,NYK,19.30,1,1
1974-03-29,1974,NYK,CAP,transfer_teammate,Earl Monroe,NYK,Willis Reed,NYK,23.90,1,1
1974-03-31,1974,CAP,NYK,transfer_loss,Elvin Hayes,CAP,Earl Monroe,NYK,35.30,1,1
1974-04-02,1974,CAP,NYK,transfer_teammate,Kevin Porter,CAP,Elvin Hayes,CAP,16.90,1,1
1974-04-05,1974,NYK,CAP,transfer_loss,Earl Monroe,NYK,Kevin Porter,CAP,18.00,1,1
1974-04-07,1974,NYK,CAP,transfer_teammate,Walt Frazier,NYK,Earl Monroe,NYK,29.60,1,1
1974-04-10,1974,CAP,NYK,transfer_loss,Elvin Hayes,CAP,Walt Frazier,NYK,31.50,1,1
1974-04-12,1974,NYK,CAP,transfer_loss,Earl Monroe,NYK,Elvin Hayes,CAP,23.00,1,1
1974-04-14,1974,BOS,NYK,transfer_loss,John Havlicek,BOS,Earl Monroe,NYK,27.70,1,1
1974-04-16,1974,BOS,NYK,defend,John Havlicek,BOS,John Havlicek,BOS,20.40,2,2
1974-04-19,1974,NYK,BOS,transfer_loss,Walt Frazier,NYK,John Havlicek,BOS,34.80,1,1
1974-04-21,1974,BOS,NYK,transfer_loss,John Havlicek,BOS,Walt Frazier,NYK,26.50,1,1
1974-04-24,1974,BOS,NYK,defend,John Havlicek,BOS,John Havlicek,BOS,28.80,2,2
1974-04-28,1974,BOS,MIL,defend,John Havlicek,BOS,John Havlicek,BOS,22.70,3,3
1974-04-30,1974,MIL,BOS,transfer_loss,Kareem Abdul-Jabbar,MIL,John Havlicek,BOS,32.30,1,1
1974-05-03,1974,BOS,MIL,transfer_loss,John Havlicek,BOS,Kareem Abdul-Jabbar,MIL,26.20,1,1
1974-05-05,1974,MIL,BOS,transfer_loss,Kareem Abdul-Jabbar,MIL,John Havlicek,BOS,34.90,1,1
1974-05-07,1974,BOS,MIL,transfer_loss,John Havlicek,BOS,Kareem Abdul-Jabbar,MIL,24.20,1,1
1974-05-10,1974,MIL,BOS,transfer_loss,Kareem Abdul-Jabbar,MIL,John Havlicek,BOS,31.20,1,1
1974-05-12,1974,BOS,MIL,transfer_loss,Dave Cowens,BOS,Kareem Abdul-Jabbar,MIL,26.20,1,1
1975-04-14,1975,BOS,HOU,transfer_teammate,John Havlicek,BOS,Dave Cowens,BOS,28.80,1,1
1975-04-16,1975,BOS,HOU,transfer_teammate,Dave Cowens,BOS,John Havlicek,BOS,30.80,1,1
1975-04-19,1975,HOU,BOS,transfer_loss,Rudy Tomjanovich,HOU,Dave Cowens,BOS,26.80,1,1
1975-04-22,1975,BOS,HOU,transfer_loss,Dave Cowens,BOS,Rudy Tomjanovich,HOU,37.00,1,1
1975-04-24,1975,BOS,HOU,transfer_teammate,Jo Jo White,BOS,Dave Cowens,BOS,28.60,1,1
1975-04-27,1975,WSB,BOS,transfer_loss,Elvin Hayes,WSB,Jo Jo White,BOS,24.90,1,1
1975-04-30,1975,WSB,BOS,defend,Elvin Hayes,WSB,Elvin Hayes,WSB,27.30,2,2
1975-05-03,1975,BOS,WSB,transfer_loss,Dave Cowens,BOS,Elvin Hayes,WSB,23.60,1,1
1975-05-07,1975,WSB,BOS,transfer_loss,Wes Unseld,WSB,Dave Cowens,BOS,26.10,1,1
1975-05-09,1975,BOS,WSB,transfer_loss,Dave Cowens,BOS,Wes Unseld,WSB,19.70,1,1
1975-05-11,1975,WSB,BOS,transfer_loss,Kevin Porter,WSB,Dave Cowens,BOS,18.70,1,1
1975-05-18,1975,GSW,WSB,transfer_loss,Rick Barry,GSW,Kevin Porter,WSB,18.60,1,1
1975-05-20,1975,GSW,WSB,defend,Rick Barry,GSW,Rick Barry,GSW,30.00,2,2
1975-05-23,1975,GSW,WSB,defend,Rick Barry,GSW,Rick Barry,GSW,36.60,3,3
1975-05-25,1975,GSW,WSB,transfer_teammate,Clifford Ray,GSW,Rick Barry,GSW,16.50,1,1
1976-04-20,1976,GSW,DET,transfer_teammate,Phil Smith,GSW,Clifford Ray,GSW,21.50,1,1
1976-04-22,1976,DET,GSW,transfer_loss,Curtis Rowe,DET,Phil Smith,GSW,35.50,1,1
1976-04-24,1976,GSW,DET,transfer_loss,Phil Smith,GSW,Curtis Rowe,DET,28.50,1,1
1976-04-26,1976,DET,GSW,transfer_loss,Bob Lanier,DET,Phil Smith,GSW,28.80,1,1
1976-04-28,1976,GSW,DET,transfer_loss,Rick Barry,GSW,Bob Lanier,DET,31.70,1,1
1976-04-30,1976,GSW,DET,transfer_teammate,Phil Smith,GSW,Rick Barry,GSW,32.30,1,1
1976-05-02,1976,GSW,PHO,transfer_teammate,Rick Barry,GSW,Phil Smith,GSW,33.40,1,1
1976-05-05,1976,PHO,GSW,transfer_loss,Paul Westphal,PHO,Rick Barry,GSW,28.10,1,1
1976-05-07,1976,GSW,PHO,transfer_loss,Jamaal Wilkes,GSW,Paul Westphal,PHO,17.70,1,1
1976-05-09,1976,PHO,GSW,transfer_loss,Keith Erickson,PHO,Jamaal Wilkes,GSW,24.50,1,1
1976-05-12,1976,GSW,PHO,transfer_loss,Clifford Ray,GSW,Keith Erickson,PHO,27.50,1,1
1976-05-14,1976,PHO,GSW,transfer_loss,Ricky Sobers,PHO,Clifford Ray,GSW,20.40,1,1
1976-05-16,1976,PHO,GSW,transfer_teammate,Gar Heard,PHO,Ricky Sobers,PHO,26.20,1,1
1976-05-23,1976,BOS,PHO,transfer_loss,Dave Cowens,BOS,Gar Heard,PHO,32.30,1,1
1976-05-27,1976,BOS,PHO,transfer_teammate,John Havlicek,BOS,Dave Cowens,BOS,16.90,1,1
1976-05-30,1976,PHO,BOS,transfer_loss,Alvan Adams,PHO,John Havlicek,BOS,30.60,1,1
1976-06-02,1976,PHO,BOS,transfer_teammate,Paul Westphal,PHO,Alvan Adams,PHO,27.70,1,1
1976-06-04,1976,BOS,PHO,transfer_loss,Jo Jo White,BOS,Paul Westphal,PHO,28.80,1,1
1976-06-06,1976,BOS,PHO,transfer_teammate,Dave Cowens,BOS,Jo Jo White,BOS,24.00,1,1
1977-04-12,1977,BOS,SAS,transfer_teammate,Sidney Wicks,BOS,Dave Cowens,BOS,19.00,1,1
1977-04-15,1977,BOS,SAS,transfer_teammate,Jo Jo White,BOS,Sidney Wicks,BOS,39.30,1,1
1977-04-17,1977,BOS,PHI,transfer_teammate,Charlie Scott,BOS,Jo Jo White,BOS,23.20,1,1
1977-04-20,1977,PHI,BOS,transfer_loss,Julius Erving,PHI,Charlie Scott,BOS,23.00,1,1
1977-04-22,1977,PHI,BOS,defend,Julius Erving,PHI,Julius Erving,PHI,23.40,2,2
1977-04-24,1977,BOS,PHI,transfer_loss,Dave Cowens,BOS,Julius Erving,PHI,39.70,1,1
1977-04-27,1977,PHI,BOS,transfer_loss,Doug Collins,PHI,Dave Cowens,BOS,21.20,1,1
1977-04-29,1977,BOS,PHI,transfer_loss,Jo Jo White,BOS,Doug Collins,PHI,28.70,1,1
1977-05-01,1977,PHI,BOS,transfer_loss,World B. Free,PHI,Jo Jo White,BOS,16.30,1,1
1977-05-05,1977,PHI,HOU,transfer_teammate,Julius Erving,PHI,World B. Free,PHI,23.70,1,1
1977-05-08,1977,PHI,HOU,defend,Julius Erving,PHI,Julius Erving,PHI,20.00,2,2
1977-05-11,1977,HOU,PHI,transfer_loss,Moses Malone,HOU,Julius Erving,PHI,32.30,1,1
1977-05-13,1977,PHI,HOU,transfer_loss,Doug Collins,PHI,Moses Malone,HOU,31.20,1,1
1977-05-15,1977,HOU,PHI,transfer_loss,Moses Malone,HOU,Doug Collins,PHI,25.20,1,1
1977-05-17,1977,PHI,HOU,transfer_loss,Julius Erving,PHI,Moses Malone,HOU,31.40,1,1
1977-05-22,1977,PHI,POR,defend,Julius Erving,PHI,Julius Erving,PHI,28.90,2,2
1977-05-26,1977,PHI,POR,transfer_teammate,Doug Collins,PHI,Julius Erving,PHI,26.40,1,1
1977-05-29,1977,POR,PHI,transfer_loss,Bill Walton,POR,Doug Collins,PHI,31.60,1,1
1977-05-31,1977,POR,PHI,transfer_teammate,Maurice Lucas,POR,Bill Walton,POR,26.40,1,1
1977-06-03,1977,POR,PHI,transfer_teammate,Bob Gross,POR,Maurice Lucas,POR,25.50,1,1
1977-06-05,1977,POR,PHI,transfer_teammate,Bill Walton,POR,Bob Gross,POR,32.70,1,1
1978-04-18,1978,SEA,POR,transfer_loss,Marvin Webster,SEA,Bill Walton,POR,20.70,1,1
1978-04-21,1978,POR,SEA,transfer_loss,Tom Owens,POR,Marvin Webster,SEA,17.10,1,1
1978-04-23,1978,SEA,POR,transfer_loss,Marvin Webster,SEA,Tom Owens,POR,19.00,1,1
1978-04-26,1978,SEA,POR,transfer_teammate,Jack Sikma,SEA,Marvin Webster,SEA,24.70,1,1
1978-04-30,1978,POR,SEA,transfer_loss,Tom Owens,POR,Jack Sikma,SEA,30.00,1,1
1978-05-01,1978,SEA,POR,transfer_loss,Dennis Johnson,SEA,Tom Owens,POR,18.90,1,1
1978-05-05,1978,DEN,SEA,transfer_loss,Dan Issel,DEN,Dennis Johnson,SEA,22.70,1,1
1978-05-07,1978,SEA,DEN,transfer_loss,Fred Brown,SEA,Dan Issel,DEN,21.80,1,1
1978-05-10,1978,SEA,DEN,transfer_teammate,Marvin Webster,SEA,Fred Brown,SEA,17.20,1,1
1978-05-12,1978,SEA,DEN,transfer_teammate,Dennis Johnson,SEA,Marvin Webster,SEA,21.00,1,1
1978-05-14,1978,DEN,SEA,transfer_loss,David Thompson,DEN,Dennis Johnson,SEA,25.50,1,1
1978-05-17,1978,SEA,DEN,transfer_loss,Fred Brown,SEA,David Thompson,DEN,21.30,1,1
1978-05-21,1978,SEA,WSB,defend,Fred Brown,SEA,Fred Brown,SEA,15.60,2,2
1978-05-25,1978,WSB,SEA,transfer_loss,Bob Dandridge,WSB,Fred Brown,SEA,24.60,1,1
1978-05-28,1978,SEA,WSB,transfer_loss,Jack Sikma,SEA,Bob Dandridge,WSB,16.60,1,1
1978-05-30,1978,WSB,SEA,transfer_loss,Wes Unseld,WSB,Jack Sikma,SEA,18.00,1,1
1978-06-02,1978,SEA,WSB,transfer_loss,Fred Brown,SEA,Wes Unseld,WSB,16.00,1,1
1978-06-04,1978,WSB,SEA,transfer_loss,Elvin Hayes,WSB,Fred Brown,SEA,19.40,1,1
1978-06-07,1978,WSB,SEA,transfer_teammate,Wes Unseld,WSB,Elvin Hayes,WSB,15.70,1,1
1979-04-15,1979,WSB,ATL,transfer_teammate,Elvin Hayes,WSB,Wes Unseld,WSB,24.90,1,1
1979-04-17,1979,ATL,WSB,transfer_loss,Terry Furlow,ATL,Elvin Hayes,WSB,14.10,1,1
1979-04-20,1979,WSB,ATL,transfer_loss,Wes Unseld,WSB,Terry Furlow,ATL,19.50,1,1
1979-04-22,1979,WSB,ATL,transfer_teammate,Bob Dandridge,WSB,Wes Unseld,WSB,22.60,1,1
1979-04-24,1979,ATL,WSB,transfer_loss,Terry Furlow,ATL,Bob Dandridge,WSB,15.00,1,1
1979-04-26,1979,ATL,WSB,transfer_teammate,Eddie Johnson,ATL,Terry Furlow,ATL,16.20,1,1
1979-04-29,1979,WSB,ATL,transfer_loss,Bob Dandridge,WSB,Eddie Johnson,ATL,27.40,1,1
1979-05-04,1979,SAS,WSB,transfer_loss,George Gervin,SAS,Bob Dandridge,WSB,28.70,1,1
1979-05-06,1979,WSB,SAS,transfer_loss,Wes Unseld,WSB,George Gervin,SAS,34.00,1,1
1979-05-09,1979,SAS,WSB,transfer_loss,George Gervin,SAS,Wes Unseld,WSB,27.40,1,1
1979-05-11,1979,SAS,WSB,defend,George Gervin,SAS,George Gervin,SAS,32.50,2,2
1979-05-13,1979,WSB,SAS,transfer_loss,Elvin Hayes,WSB,George Gervin,SAS,20.90,1,1
1979-05-16,1979,WSB,SAS,defend,Elvin Hayes,WSB,Elvin Hayes,WSB,27.10,2,2
1979-05-18,1979,WSB,SAS,defend,Elvin Hayes,WSB,Elvin Hayes,WSB,29.30,3,3
1979-05-20,1979,WSB,SEA,transfer_teammate,Larry Wright,WSB,Elvin Hayes,WSB,19.70,1,1
1979-05-24,1979,SEA,WSB,transfer_loss,Dennis Johnson,SEA,Larry Wright,WSB,19.50,1,1
1979-05-27,1979,SEA,WSB,transfer_teammate,Jack Sikma,SEA,Dennis Johnson,SEA,22.10,1,1
1979-05-29,1979,SEA,WSB,transfer_teammate,Gus Williams,SEA,Jack Sikma,SEA,23.50,1,1
1979-06-01,1979,SEA,WSB,defend,Gus Williams,SEA,Gus Williams,SEA,17.20,2,2
1980-04-02,1980,SEA,POR,defend,Gus Williams,SEA,Gus Williams,SEA,30.00,3,3
1980-04-04,1980,POR,SEA,transfer_loss,Calvin Natt,POR,Gus Williams,SEA,22.40,1,1
1980-04-06,1980,SEA,POR,transfer_loss,Gus Williams,SEA,Calvin Natt,POR,18.30,1,1
1980-04-08,1980,SEA,MIL,defend,Gus Williams,SEA,Gus Williams,SEA,21.90,2,2
1980-04-09,1980,MIL,SEA,transfer_loss,Brian Winters,MIL,Gus Williams,SEA,25.80,1,1
1980-04-11,1980,MIL,SEA,transfer_teammate,Bob Lanier,MIL,Brian Winters,MIL,19.30,1,1
1980-04-13,1980,SEA,MIL,transfer_loss,Gus Williams,SEA,Bob Lanier,MIL,28.10,1,1
1980-04-15,1980,MIL,SEA,transfer_loss,Richard Washington,MIL,Gus Williams,SEA,19.60,1,1
1980-04-18,1980,SEA,MIL,transfer_loss,Dennis Johnson,SEA,Richard Washington,MIL,12.30,1,1
1980-04-20,1980,SEA,MIL,transfer_teammate,Gus Williams,SEA,Dennis Johnson,SEA,27.00,1,1
1980-04-22,1980,SEA,LAL,transfer_teammate,Fred Brown,SEA,Gus Williams,SEA,27.20,1,1
1980-04-23,1980,LAL,SEA,transfer_loss,Kareem Abdul-Jabbar,LAL,Fred Brown,SEA,28.20,1,1
1980-04-25,1980,LAL,SEA,defend,Kareem Abdul-Jabbar,LAL,Kareem Abdul-Jabbar,LAL,27.90,2,2
1980-04-27,1980,LAL,SEA,transfer_teammate,Jamaal Wilkes,LAL,Kareem Abdul-Jabbar,LAL,23.10,1,1
1980-04-30,1980,LAL,SEA,transfer_teammate,Kareem Abdul-Jabbar,LAL,Jamaal Wilkes,LAL,36.80,1,1
